IV68,PN68,ER33401,ER33402,ER33403,CHRACE,BIOPR97,BIOGPR97,PCRAW97,WICpreg,FDSTMPpreg,AFDCpreg,Q1A21B,Q1A21C,Q1A21F,Q1A21G,Q1A21M,Q1A21Q,Q1A27,Q1A28,WIC97,Q1D4A,Q1D4B,Q1D4C,Q1D4D,Q1D4E,Q1G4,Q1G6,Q1G7,Q1G10,Q1G33A,Q1H12F,Q1H12H,Q1K5B,Q1K10A,HOME97,Q2A2,AGE97,Q3A3,LWRAW97,LW_SS97,PC_SS97,CALRAW97,CAL_SS97,APRAW97,AP_SS97,ER33601,ER33602,ER33603,Q24B2,LWRAW02,LWSS02,PCRAW02,PCSS02,APRAW02,APSS02,AGE02,CHID,read97,read02,mathraw97,math97,math02,readss97,bthord,bthwht,PCID,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCBTHORD,PCBTHWHT,state,ER10008,pcage,pcgender,childnum,homeval,ER11049,AFDC97HD,ER11273,AFDC97WF,ER11600,inherit97,ER11743,Parentspoor,faminc97,hdeduc97,wfeduc97,ER18386,AFDC02HD,ER18698,AFDC02WF,ER19047,INHERIT02,FAMINC02,hdeduc02,wfeduc02,nfa01,nw01,inc97,inc02,inherit,loginc97,loginc02,loginherit97,cloth
465,30,3972,1,10,1,2,2,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,1,1,1,0,0,0,0,16.9,,,,,,,,,,,4537,2,22,6,42,95,27,104,30,85,12,465033,,69,,,30,,1,0,465030,465,30,,,465,30,465,179,1,991,39,3,26,2,2,0,5,0,0,,0,0,0,3,47076.64,12,0,5,0,0,0,0,0,48282,12,12,6095,6095,47076.63551,48281.52439,1,10.7595321,10.78480425,0,1
465,34,3972,3,30,1,2,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,5,5,0,0,0,0,1,0,0,0,0,20.8,,,,,,,,,,,4537,4,35,3,44,124,25,125,39,141,9,465034,,69,,,39,,2,0,465030,465,30,,,465,30,465,179,1,991,39,3,26,2,2,0,5,0,0,,0,0,0,3,47076.64,12,0,5,0,0,0,0,0,48282,12,12,6095,6095,47076.63551,48281.52439,1,10.7595321,10.78480425,0,1
473,4,5447,2,20,1,2,2,29,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,2,5,1,3,0,17.5,,10,4,41,103,121,19,96,33,105,138,2,20,10,51,102,30,99,39,94,16,473035,70,81,52,33,39,112,2,0,473004,473,4,473,176,473,4,,,3,995,8,4,34,1,2,38670,5,0,0,0,0,0,5,0,41472.27,13,12,5,0,0,0,0,0,49012,13,12,25091,32201,41472.27414,49011.78049,1,10.63278039,10.79981597,0,1
473,177,6100,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,15,2,,,,,,,,,,5090,2,20,2,39,135,21,131,30,128,7,473036,,60,,,30,,1,0,473177,473,177,473,172,473,177,473,172,99,999,8,3,27,1,1,123296,5,0,0,,0,0,4,0,33760.67,17,16,5,0,0,0,0,0,48475,17,16,20519,20519,33760.6729,48474.79675,1,10.42705188,10.78879929,0,1
478,30,4476,1,10,1,2,2,25,1,5,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,2,1,1,1,1,5,5,0,0,15,3,9,4,42,109,110,25,127,41,140,6598,1,10,10,53,115,32,108,46,110,16,478038,67,85,66,41,46,109.5,1,0,478030,478,30,,,478,30,,,1,995,12,3,27,2,2,0,5,0,0,,0,0,0,0,13057.04,12,0,5,0,0,,0,0,23729,14,0,567,3614,13057.04112,23728.62195,1,9.477082817,10.07443728,0,1
478,39,4476,3,30,1,2,2,20,1,5,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,5,1,1,1,1,5,5,0,0,17,3,7,1,20,90,125,4,83,21,93,6598,3,30,,,,,,,,,478039,40,,25,21,,107.5,2,0,478030,478,30,,,478,30,478,177,1,995,12,3,27,2,2,0,5,0,0,,0,0,0,0,13057.04,12,0,5,0,0,,0,0,23729,14,0,567,3614,13057.04112,23728.62195,1,9.477082817,10.07443728,0,1
478,36,5258,1,10,7,1,2,,1,5,0,5,5,5,5,5,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,7300,2,20,9,18,109,,,14,80,6,478040,,,,,14,,1,0,478036,478,36,478,179,478,36,478,179,4,995,34,3,19,2,1,0,5,0,0,,0,0,0,1,31160.25,9,0,5,0,0,0,0,0,38863,12,10,6196,6196,31160.24922,38863.41463,1,10.3468985,10.56780859,0,1
479,170,5094,2,20,1,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,1,0,0,0,0,21.6,3,4,99,12,118,,,,11,106,7429,2,20,4,42,106,22,101,31,97,10,479030,,64,11,11,31,118,1,1,479170,479,170,479,3,479,170,479,3,99,999,34,4,41,1,2,77340,5,0,0,0,0,0,6,0,63744.01,17,14,5,0,0,0,0,0,60187,17,14,37077,90915,63744.00623,60187.10163,1,11.06263044,11.00521335,0,1
479,31,5094,4,30,1,1,0,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,,,,,,,,,,7429,4,30,1,34,130,16,124,31,139,7,479031,,50,,,31,,2,1,479170,479,170,479,3,479,170,479,3,99,999,34,4,41,1,2,77340,5,0,0,0,0,0,6,0,63744.01,17,14,5,0,0,0,0,0,60187,17,14,37077,90915,63744.00623,60187.10163,1,11.06263044,11.00521335,0,1
486,170,3569,2,20,1,4,0,,,0,,5,5,5,5,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,1,,,,,,,,,,613,2,20,0,18,110,6,112,19,103,6,486031,,24,,,19,,,1,486170,486,170,486,3,486,170,486,3,99,999,21,3,41,1,1,106483,5,0,0,,0,0,3,0,48421.68,14,12,5,0,0,,0,0,57692,14,12,15643,58308,48421.68224,57692.32114,1,10.78770297,10.96287936,0,1
486,171,5143,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,3,5,5,0,2,0,0,0,0,21,3,4,99,6,88,,,,14,142,5525,2,20,5,45,110,28,115,37,113,11,486030,,73,14,14,37,88,1,0,486171,486,171,486,4,486,171,486,4,99,999,21,3,33,1,1,134505,5,0,0,0,0,0,2,0,58988.15,16,13,5,0,0,0,0,0,64856,16,13,50283,77709,58988.14517,64855.93496,1,10.98509177,11.0799237,0,1
487,170,1117,2,20,1,1,0,24,0,1,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,1,1,1,0,0,0,0,20.5,1,10,4,38,96,103,20,100,32,101,527,2,20,10,46,90,29,97,40,95,16,487035,62,75,52,32,40,99.5,2,0,487170,487,170,487,5,487,170,487,5,99,999,21,4,34,1,2,4035,5,0,0,0,0,0,3,0,39050.07,12,12,5,0,0,0,0,0,36452,12,12,6611,10166,39050.06916,36452.21138,1,10.57259993,10.50375741,0,1
487,175,1463,2,20,1,1,0,,1,1,0,1,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15.9,2,,,,,,,,,,5615,71,20,,,,,,,,,487036,,,,,,,2,0,487175,487,175,487,6,,,,,99,999,21,4,29,1,2,16813,1,0,0,,0,0,4,0,28021.81,10,12,5,0,0,,0,0,34476,10,0,9163,7131,28021.80685,34475.60976,1,10.2407383,10.44800739,0,1
487,176,1463,3,30,1,1,0,,1,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,15,5,1,0,2,0,0,3,0,19.9,2,4,99,6,88,,,,14,106,5615,72,30,,,,,,,,,487176,,,14,14,,88,1,1,487175,487,175,487,6,,,,,99,999,21,4,29,1,2,16813,1,0,0,,0,0,4,0,28021.81,10,12,5,0,0,,0,0,34476,10,0,9163,7131,28021.80685,34475.60976,1,10.2407383,10.44800739,0,1
490,172,3390,2,20,1,1,0,,1,5,0,5,5,5,5,5,5,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,2,,,,,,,,,,4687,1,10,2,40,136,21,129,27,111,8,490032,,61,,,27,,1,0,490172,490,172,490,3,490,172,490,174,99,999,37,4,44,1,1,0,5,0,0,0,0,0,0,0,44722.8,10,16,5,0,0,,0,0,73942,14,0,-7111,0,44722.80374,73941.8252,1,10.7082388,11.21103392,0,1
495,30,1788,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,,,,,,,,,,1057,2,20,,,,,,,,,495036,,,,,,,1,0,495030,495,30,495,170,495,30,495,170,1,995,24,3,30,1,1,0,5,0,0,,0,0,6,0,19671.31,14,14,5,0,0,,0,0,67567,14,14,-6501,17878,19671.30841,67566.97155,1,9.886916427,11.12087456,0,1
495,33,1549,1,10,1,2,2,,0,5,0,5,5,5,5,5,5,1,9,0,1,1,1,1,5,0,0,0,0,1,0,0,0,0,18.5,1,,,,,,,,,,1846,2,20,3,43,119,25,124,32,115,9,495035,,68,,,32,,2,0,495033,495,33,,,495,33,495,175,4,995,26,2,21,2,1,0,1,1,185,,0,0,0,3,36322.76,9,0,5,0,0,0,0,0,35466,12,9,762,762,36322.76274,35466,1,10.5001999,10.47632977,0,1
495,171,5197,1,10,1,3,2,,1,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,1,0,0,0,0,20,3,4,99,1,,,,,3,,5985,1,10,4,40,98,27,115,32,98,10,495034,,67,3,3,32,,1,0,495171,495,171,,,495,33,495,175,99,999,26,2,25,1,1,84065,5,0,0,,0,0,0,3,42256.88,11,0,5,0,0,,0,0,3179,11,0,2091045,2091045,42256.88474,3179.069106,1,10.65152257,8.064343699,0,1
495,173,5553,2,20,1,2,0,,1,1,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,,,,,,,,,,1271,2,20,,,,,,,,,495174,,,,,,,1,1,495173,495,173,495,31,,,,,99,999,53,3,27,1,1,0,1,0,0,1,269,0,98,1,32173.52,99,9,5,0,0,0,0,0,73197,99,9,8685,20875,32173.51776,73196.94309,1,10.37889896,11.20090894,0,1
496,6,5052,2,20,1,1,2,22,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,1,1,1,5,5,0,0,17.3,3,11,6,40,92,91,19,81,32,93,0,0,0,,,,,,,,,496183,62,,51,32,,91.5,1,1,496006,496,6,496,182,,,,,4,998,49,4,32,1,2,136746,5,0,0,0,0,0,0,0,47177.51,13,10,,,,,,,,,,,,47177.51402,1,1,10.76167266,0,0,1
496,184,5052,4,30,1,1,2,30,0,5,0,5,1,5,5,5,5,1,12,0,0,0,0,0,0,2,5,1,1,1,5,5,0,0,19.6,3,10,5,49,125,121,28,119,36,111,0,0,0,,,,,,,,,496184,79,,64,36,,123,2,1,496006,496,6,496,182,,,,,4,998,49,4,32,1,2,136746,5,0,0,0,0,0,0,0,47177.51,13,10,,,,,,,,,,,,47177.51402,1,1,10.76167266,0,0,1
496,180,5705,4,30,1,2,1,,0,5,0,5,5,5,5,5,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,,,,,,,,,,7279,1,10,0,11,95,,,20,115,6,496031,,,,,20,,1,0,496180,496,180,496,4,496,180,,,3,998,49,6,46,1,2,140109,5,0,0,,0,0,0,0,56043.61,14,12,5,0,0,,0,0,8671,12,0,15237,15237,56043.61371,8671.138211,1,10.93388548,9.067755343,0,1
496,185,6180,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,,,,,,,,,,,5796,2,20,0,11,86,,,17,95,6,496032,,,,,17,,2,0,496185,496,185,496,179,496,185,496,179,99,999,49,4,21,1,2,0,5,0,0,0,0,0,4,0,40687.66,12,12,5,0,0,0,0,0,68324,12,12,21637,22653,40687.66355,68324.39024,1,10.61368022,11.13202209,0,1
503,172,1395,2,88,1,2,0,,1,1,1,5,5,5,5,5,5,1,9,0,1,1,1,1,5,0,1,1,0,1,0,0,0,0,19.4,1,,,,,,,,,,0,0,0,,,,,,,,,503173,,,,,,,1,1,503172,503,172,,,,,,,99,999,27,3,28,1,1,78461,5,0,0,,0,0,0,0,63015.44,14,0,,,,,,,,,,,,63015.43925,1,1,11.05113504,0,0,1
508,4,3460,2,20,1,1,2,29,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,2,5,1,1,1,5,5,0,0,23,2,10,4,41,101,118,19,93,32,99,1892,2,20,10,53,113,34,114,53,128,16,508031,70,87,51,32,53,109.5,1,1,508004,508,4,508,172,508,4,508,172,2,995,36,4,33,1,2,145713,5,0,0,0,0,0,4,0,83000.59,14,15,5,0,0,0,0,0,82585,14,15,1016,16141,83000.5919,82584.7561,1,11.32660302,11.32158039,0,1
508,32,3460,4,30,1,1,2,0,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,1,1,1,5,1,0,0,22,2,6,0,11,81,74,0,73,13,77,1892,4,30,6,47,107,26,100,37,101,12,508032,11,73,13,13,37,77.5,2,0,508004,508,4,508,172,508,4,508,172,2,995,36,4,33,1,2,145713,5,0,0,0,0,0,4,0,83000.59,14,15,5,0,0,0,0,0,82585,14,15,1016,16141,83000.5919,82584.7561,1,11.32660302,11.32158039,0,1
508,175,2906,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,4,5,5,1,1,5,5,0,0,22.9,,,,,,,,,,,5739,2,20,6,49,113,29,111,35,96,12,508033,,78,,,35,,1,0,508175,508,175,508,3,508,175,508,3,99,999,36,3,35,1,1,0,5,0,0,0,0,0,4,0,17471.04,14,12,5,0,0,0,0,0,84517,14,12,119155,179087,17471.03614,84517.47968,1,9.768299711,11.34471365,0,1
510,30,3406,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,,,,,,,,,,3166,2,20,9,19,107,3,95,19,96,6,510031,,22,,,19,,1,0,510030,510,30,510,170,510,30,510,170,2,995,25,3,26,1,1,0,5,0,0,0,0,0,4,0,65010.59,14,16,5,0,0,0,0,0,108859,14,16,-3047,51806,65010.5919,108859.3496,1,11.08230549,11.59781196,0,1
512,2,5117,2,20,9,1,0,23,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,6,5,5,2,2,5,5,0,0,23.5,2,12,6,45,100,91,25,93,37,101,0,0,0,,,,,,,,,512031,68,,62,37,,95.5,2,1,512002,512,2,512,170,,,,,99,999,6,4,48,1,1,246592,5,0,0,0,0,0,3,0,127996.89,16,12,,,,,,,,,,,,127996.8885,1,1,11.75976123,0,0,1
517,4,2968,2,20,1,1,2,,0,5,0,5,5,1,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,2,5,5,0,0,24.9,,,,,,,,,,,1013,2,20,9,53,117,31,107,49,121,15,517030,,84,,,49,,1,0,517004,517,4,517,170,517,4,517,170,3,995,34,4,40,1,2,168131,5,0,0,0,0,0,4,0,117803.68,14,12,5,0,0,0,0,0,128667,14,12,264111,401245,117803.676,128667.1545,1,11.67677476,11.76498415,0,1
517,31,2968,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,1,1,1,5,5,0,0,23.9,,,,,,,,,,,1013,4,30,7,48,107,33,125,47,133,12,517031,,81,,,47,,2,0,517004,517,4,517,170,517,4,517,170,3,995,34,4,40,1,2,168131,5,0,0,0,0,0,4,0,117803.68,14,12,5,0,0,0,0,0,128667,14,12,264111,401245,117803.676,128667.1545,1,11.67677476,11.76498415,0,1
517,5,5067,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,1,5,5,0,1,0,0,0,0,21.8,,4,99,13,,,,,11,,594,2,20,4,42,105,25,110,40,128,10,517033,,67,11,11,40,,1,0,517005,517,5,517,172,517,5,517,172,5,995,34,4,37,1,2,140109,5,0,0,0,0,0,4,0,89781.87,16,16,5,0,0,0,0,0,104680,16,16,75170,131040,89781.86916,104680.4878,1,11.40513833,11.55866802,0,1
517,34,5067,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,1,5,5,0,1,0,0,0,0,21.8,,,,,,,,,,,594,4,30,2,30,100,21,121,35,139,8,517034,,51,,,35,,2,0,517005,517,5,517,172,517,5,517,172,5,995,34,4,37,1,2,140109,5,0,0,0,0,0,4,0,89781.87,16,16,5,0,0,0,0,0,104680,16,16,75170,131040,89781.86916,104680.4878,1,11.40513833,11.55866802,0,1
517,6,2966,3,30,1,2,1,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,10,5,5,0,1,0,0,0,0,20,3,4,99,12,,,,,17,,365,2,20,,,,,,,,,517032,,,17,17,,,1,1,517006,517,6,,,517,3,517,2,6,995,34,4,62,1,1,448349,5,0,0,0,0,0,0,0,132867.08,16,12,5,0,0,,0,0,52810,12,99,-16761,-16761,132867.0785,52810.36585,1,11.7971045,10.87446277,0,1
534,31,5115,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,2,,,,,,,,,,1423,2,20,2,33,115,16,110,25,99,8,534032,,49,,,25,,1,0,534031,534,31,534,171,534,31,534,171,1,995,21,3,28,1,1,112087,5,0,0,0,0,0,4,0,57269.85,12,14,5,0,0,0,0,0,48204,12,14,24379,112755,57269.84798,48204.21545,1,10.95552955,10.78320175,0,1
544,170,3288,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,1,1,1,2,5,1,0,0,20.8,,5,0,12,98,,,,12,87,659,2,20,5,43,102,25,104,38,114,11,544032,,68,12,12,38,98,2,0,544170,544,170,544,21,544,170,544,21,99,999,17,4,50,1,2,0,5,0,0,0,0,13450,4,0,43041.5,16,14,5,0,0,0,0,0,73757,16,14,11174,14221,43041.49533,73756.91057,13450.46729,10.66991994,11.20852997,9.506769127,1
548,175,4471,2,20,1,1,2,36,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,5,5,5,1,1,0,0,0,0,23.9,1,10,6,52,137,142,34,143,49,158,3600,2,20,12,55,130,37,128,52,124,16,548036,88,92,83,49,52,139.5,2,0,548175,548,175,548,8,548,175,548,8,99,999,41,4,39,1,2,240988,5,0,0,0,0,0,4,0,78462.18,14,14,5,0,0,0,0,0,79555,14,14,87360,158466,78462.18006,79555.0813,1,11.27037201,11.28420491,0,1
548,176,5332,2,20,1,1,0,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,,,,,,,,,,900,2,20,,,,,,,,,548189,,,,,,,3,0,548176,548,176,548,188,,,,,99,999,26,3,36,1,1,224174,5,0,0,0,0,0,4,0,125537.69,17,14,5,0,0,0,0,0,120686,17,14,150848,227034,125537.6947,120685.5285,1,11.74036135,11.7009435,0,1
548,182,4288,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,2,0,0,0,0,22,2,3,99,4,101,,,,15,138,979,2,20,,,,,,,,,548037,,,15,15,,101,1,0,548182,548,182,548,9,548,182,548,9,99,999,26,4,36,1,2,109733,5,0,0,0,0,0,4,0,112983.93,13,15,5,0,0,0,0,0,63465,13,15,69075,206209,112983.9252,63465.4187,1,11.63500083,11.05825045,0,1
548,38,4288,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,2,,,,,,,,,,979,4,30,,,,,,,,,548038,,,,,,,2,0,548182,548,182,548,9,548,182,548,9,99,999,26,4,36,1,2,109733,5,0,0,0,0,0,4,0,112983.93,13,15,5,0,0,0,0,0,63465,13,15,69075,206209,112983.9252,63465.4187,1,11.63500083,11.05825045,0,1
548,183,2663,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,,,,,,,,,,547,2,20,1,29,129,15,130,22,112,6,548039,,44,,,22,,1,0,548183,548,183,548,7,548,183,548,7,99,999,26,6,38,1,4,123296,5,0,0,0,0,0,4,0,128451.96,13,14,5,0,0,0,0,0,196291,13,14,173704,295601,128451.9626,196290.5407,1,11.76331028,12.18735119,0,1
548,40,2663,6,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,,,,,,,,,,547,5,30,1,23,118,13,127,22,112,6,548040,,36,,,22,,2,0,548183,548,183,548,7,548,183,548,7,99,999,26,6,38,1,4,123296,5,0,0,0,0,0,4,0,128451.96,13,14,5,0,0,0,0,0,196291,13,14,173704,295601,128451.9626,196290.5407,1,11.76331028,12.18735119,0,1
548,185,4652,2,20,1,3,2,,,0,,5,5,5,5,5,1,1,12,0,0,0,0,0,0,998,8,1,1,3,5,1,0,0,16.9,,,,,,,,,,,3735,2,20,,,,,,,,,548035,,,,,,,1,0,548185,548,185,548,10,,,,,99,999,26,5,34,1,3,0,5,0,0,,0,0,0,0,69494.08,10,14,5,0,0,0,0,0,83362,10,14,-7111,-7111,69494.081,83362.02439,1,11.14899686,11.33094814,0,1
556,174,4867,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,8,5,0,0,0,0,0,2,1,1,0,0,0,0,0,0,14.3,,,,,,,,,,,3661,2,20,,,,,,,,,556036,,,,,,,1,0,556174,556,174,556,30,,,,,99,999,48,3,25,1,1,0,5,0,0,0,0,0,7,0,49878.82,12,13,5,0,0,,0,0,53803,12,13,53330,53330,49878.8162,53802.84553,1,10.81735167,10.89308164,0,1
556,177,5246,2,20,1,1,2,,1,5,0,5,5,5,5,5,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,,,,,,,,,,6499,2,20,0,19,107,,,21,103,6,556037,,,,,21,,1,0,556177,556,177,556,33,556,177,556,33,99,999,48,3,19,1,1,0,5,0,0,0,0,0,4,3,7397.76,99,99,5,0,0,0,0,0,63365,99,99,2692,2692,7397.757009,63365.12602,1,8.908932126,11.05666893,0,1
557,30,306,2,20,3,1,2,,1,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,1,5,5,1,2,5,5,0,0,18,2,,,,,,,,,,4882,2,20,5,34,84,20,91,36,105,11,557176,,54,,,36,,1,1,557030,557,30,557,175,557,30,557,175,1,998,48,4,24,1,2,50439,5,0,0,0,0,0,4,0,34410.78,99,99,5,0,0,0,0,0,52236,99,99,-10971,203,34410.77882,52235.77236,1,10.44612513,10.86352283,0,1
557,177,306,4,30,3,1,2,,1,5,0,5,5,5,5,5,5,1,12,0,9,9,9,9,9,1,1,5,0,2,0,0,0,0,14.3,2,,,,,,,,,,4882,4,30,4,35,91,21,100,32,103,10,557177,,56,,,32,,2,0,557030,557,30,557,175,557,30,557,175,1,998,48,4,24,1,2,50439,5,0,0,0,0,0,4,0,34410.78,99,99,5,0,0,0,0,0,52236,99,99,-10971,203,34410.77882,52235.77236,1,10.44612513,10.86352283,0,1
563,32,5445,3,40,1,2,1,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,14.7,4,5,0,7,,,,,15,,1311,3,30,,,,,,,,,563044,,,15,15,,,1,0,563032,563,32,563,5,,,,,2,995,18,6,25,1,2,0,1,0,0,,0,0,0,0,31322.78,11,0,1,0,0,,0,0,44359,11,9,5079,5079,31322.7757,44358.61789,1,10.35210077,10.70006228,0,1
563,46,5445,6,70,1,2,1,,1,1,0,5,5,5,5,5,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,,,,,,,,,,1311,5,60,,,,,,,,,563046,,,,,,,2,0,563032,563,32,563,5,,,,,2,995,18,6,25,1,2,0,1,0,0,,0,0,0,0,31322.78,11,0,1,0,0,,0,0,44359,11,9,5079,5079,31322.7757,44358.61789,1,10.35210077,10.70006228,0,1
563,40,5627,1,10,1,1,2,,1,5,0,5,5,5,5,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,2,,,,,,,,,,4965,2,22,0,13,99,,,16,97,6,563047,,,,,16,,1,0,563040,563,40,563,188,563,40,563,194,2,998,18,3,17,2,1,16813,5,0,0,,0,0,0,3,37470.63,8,0,5,0,0,0,0,0,52403,16,9,12698,12698,37470.62562,52402.92683,1,10.53131259,10.86671772,0,1
563,183,1461,2,20,1,1,2,0,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,5,1,2,0,0,0,0,22,2,6,0,13,82,68,6,105,21,104,5411,2,20,6,42,93,28,106,39,105,12,563043,13,70,27,21,39,75,1,0,563183,563,183,563,6,563,183,563,6,99,999,18,4,38,1,2,89670,5,0,0,0,0,0,4,0,39272,9,12,5,0,0,0,0,0,126411,9,12,187925,255984,39272.00187,126410.5691,1,10.57826712,11.74729037,0,1
563,45,1461,4,30,1,1,2,,1,5,0,1,5,5,5,5,5,1,12,0,1,1,1,1,5,5,5,5,0,2,0,0,0,0,22,2,4,99,7,98,,,,18,128,5411,4,30,4,42,103,27,115,42,134,10,563045,,69,18,18,42,98,2,0,563183,563,183,563,6,563,183,563,6,99,999,18,4,38,1,2,89670,5,0,0,0,0,0,4,0,39272,9,12,5,0,0,0,0,0,126411,9,12,187925,255984,39272.00187,126410.5691,1,10.57826712,11.74729037,0,1
564,32,3440,2,30,1,2,1,,1,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,5,1,0,1,0,0,0,0,20.8,,,,,,,,,,,4031,2,30,3,31,90,20,107,27,93,9,564034,,51,,,27,,1,0,564032,564,32,,,564,32,564,3,3,995,13,4,46,2,1,50439,5,0,0,,0,0,0,0,44946.98,12,0,5,0,0,,0,0,31133,12,0,6298,87563,44946.97819,31132.52033,1,10.71323881,10.34600822,0,1
565,4,3636,2,20,1,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,8,5,1,1,2,0,0,0,0,24.6,,,,,,,,,,,6709,2,20,6,47,107,26,101,36,99,12,565032,,73,,,36,,1,0,565004,565,4,565,173,565,4,565,173,99,999,18,4,37,1,2,190548,5,0,0,,0,0,4,0,94184.66,17,16,5,0,0,,0,0,170386,17,16,365692,568854,94184.65545,170385.7764,1,11.45301255,12.04582042,0,1
565,34,3636,4,30,1,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,1,5,9,0,1,0,0,0,0,21.8,,,,,,,,,,,6709,4,30,2,33,111,20,120,28,111,8,565034,,53,,,28,,2,0,565004,565,4,565,173,565,4,565,173,99,999,18,4,37,1,2,190548,5,0,0,,0,0,4,0,94184.66,17,16,5,0,0,,0,0,170386,17,16,365692,568854,94184.65545,170385.7764,1,11.45301255,12.04582042,0,1
565,178,5739,1,10,1,2,0,21,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,2,1,5,5,0,0,17,1,8,3,49,143,111,16,109,34,129,7413,1,10,,,,,,,,,565031,70,,50,34,,127,1,0,565178,565,178,,,,,,,99,999,18,3,31,2,2,0,5,0,0,,0,0,0,0,35419.56,13,0,5,0,0,,0,0,58716,13,0,-48556,-23160,35419.56386,58716.14228,1,10.4750196,10.98046996,0,1
